company;name;avg_review;num_review;price;food_advice;country;region;wine_type;year;light_struct;dry_sweet;flat_acidic;notes
Albino Armani;Pinot Grigio Valdadige Terradeiforti Colle Ara;4.1;56;12.2;Seafood / Vegetarian / Mushrooms;Italy;Valdadige Terradeiforti;Pinot Grigio;2020.0;42.0;12.0;39.0;fruit tree/citrus/herbaceous
Cantina Kurtatsch;Graun Müller Thurgau;3.9;35;13.85;Seafood / Spicy foods / Vegetarian;Italy;Südtirol - Alto Adige;Müller-Thurgau;2019.0;27.0;13.0;37.0;fruit tree/citrus/herbaceous
Falkenstein;Sauvignon;3.8;62;24.0;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Sauvignon Blanc;2014.0;60.0;17.0;56.0;herbaceous/fruit tree/tropical note
Le Caniette;Lucrezia Passerina;4.0;26;9.15;Pasta / Vegetarian / Appetizers and snacks;Italy;Marche;Passerina;2020.0;37.0;23.0;64.0;citrus/fruit tree/tropical note
Colterenzio (Schreckbichl);Lafóa Sauvignon;4.2;386;22.76;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Sauvignon Blanc;2019.0;64.0;23.0;52.0;citrus/fruit tree/vegetale
Giacomelli;Boboli Vermentino Colli di Luni;4.1;25;13.39;Pasta / Seafood / Hard and aged cheese;Italy;Colli di Luni;Vermentino;2019.0;63.0;18.0;51.0;fruit tree/tropical note/herbaceous
Lungarotti;L'Um Umbria Bianco;3.8;36;8.9;Pasta / Vegetarian / Appetizers and snacks;Italy;Umbria;Miscela;2020.0;42.0;33.0;64.0;fruit tree/citrus/Floreale
Taschlerhof;Kerner;4.0;35;19.0;Pasta / Seafood / Hard and aged cheese;Italy;Trentino-Alto Adige;Kerner;2020.0;64.0;18.0;55.0;fruit tree/herbaceous/tropical note
Gaja;Alteni di Brassica Langhe;4.4;233;96.0;Pasta / Seafood / Hard and aged cheese;Italy;Langhe;Sauvignon Blanc;2015.0;60.0;23.0;49.0;citrus/fruit tree/herbaceous
Tenute Ledda;Tenuta del Vulcano Pelao Azzesu;3.8;32;34.86;Seafood / Vegetarian / Appetizers and snacks;Italy;Vermentino di Sardegna;Vermentino;2017.0;61.0;0.0;44.0;yeasts/spezie/herbaceous
Siddura;Spèra;3.9;242;10.4;Seafood / Vegetarian / Appetizers and snacks;Italy;Vermentino di Gallura;Vermentino;2020.0;57.0;7.0;38.0;fruit tree/herbaceous/citrus
Montonale;Montunal;4.1;322;12.4;Pasta / Seafood / Hard and aged cheese;Italy;Lombardia;Trebbiano;2020.0;57.0;20.0;53.0;fruit tree/citrus/herbaceous
Ciro Picariello;Greco di Tufo;3.8;54;14.5;Seafood / Vegetarian / Appetizers and snacks;Italy;Greco di Tufo;Greco Bianco;2020.0;60.0;1.0;41.0;citrus/herbaceous/fruit tree
Franco Conterno;Roero Arneis;3.8;30;12.2;Pasta / Seafood / Hard and aged cheese;Italy;Roero;Arneis;2020.0;52.0;17.0;48.0;fruit tree/herbaceous/citrus
Terlan (Terlano);Pinot Bianco Riserva Vorberg;4.1;114;143.0;Fatty fish (salmon, tuna, etc.) / Seafood / Sweet soft cheese;Italy;Südtirol - Alto Adige;Weissburgunder;2008.0;46.0;10.0;57.0;fruit tree/herbaceous/citrus
Bressan;Carat;4.0;53;38.4;Pasta / Seafood / Hard and aged cheese;Italy;Friuli-Venezia Giulia;Miscela;2017.0;66.0;20.0;45.0;citrus/herbaceous/fruit tree
Colterenzio (Schreckbichl);LR;4.5;41;109.0;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Miscela;2016.0;65.0;30.0;38.0;wood/fruit tree/tropical note
Tiefenbrunner;Merus Pinot Bianco (Weissburgunder);3.9;75;11.5;Fatty fish (salmon, tuna, etc.) / Seafood / Sweet soft cheese;Italy;Trentino-Alto Adige;Pinot Blanc;2019.0;45.0;0.0;56.0;fruit tree/citrus/herbaceous
Cascina Degli Ulivi;A Demûa Bianco;4.1;88;30.74;Pasta / Seafood / Hard and aged cheese;Italy;Monferrato;Miscela;2016.0;64.0;22.0;52.0;citrus/herbaceous/fruit tree
Tramin;Pinot Bianco Moriz;3.8;117;12.5;Fatty fish (salmon, tuna, etc.) / Seafood / Sweet soft cheese;Italy;Südtirol - Alto Adige;Weissburgunder;2020.0;41.0;4.0;61.0;fruit tree/herbaceous/citrus
I Clivi;Ribolla Gialla;4.0;99;15.2;Pasta / Seafood / Hard and aged cheese;Italy;delle Venezie;Ribolla Gialla;2019.0;52.0;20.0;52.0;citrus/fruit tree/herbaceous
Bolla;Lugana;3.7;222;8.21;Pasta / Seafood / Hard and aged cheese;Italy;Lugana;Trebbiano;2020.0;50.0;25.0;52.0;fruit tree/citrus/vegetale
Stroblhof;Nico Sauvignon;3.9;32;21.5;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Sauvignon Blanc;2017.0;58.0;16.0;50.0;fruit tree/citrus/vegetale
Cusumano;Jalè (Tenuta Ficuzza);4.0;275;19.1;Seafood / Vegetarian / Appetizers and snacks;Italy;Sicilia;Chardonnay;2019.0;67.0;10.0;33.0;wood/herbaceous/yeasts
COS;Pithos Bianco;4.0;96;22.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Terre Siciliane;Grecanico;2020.0;61.0;5.0;31.0;citrus/herbaceous/fruit tree
Pacherhof;Müller Thurgau;4.1;40;16.9;Seafood / Spicy foods / Vegetarian;Italy;Valle Isarco;Müller-Thurgau;2019.0;31.0;20.0;35.0;fruit tree/citrus/herbaceous
Gradis'Ciutta;Ribolla Gialla Collio;4.0;86;17.4;Pasta / Seafood / Hard and aged cheese;Italy;Collio;Ribolla Gialla;2019.0;56.0;25.0;52.0;fruit tree/citrus/herbaceous
Theresa Eccher;Alizée Etna Bianco;4.1;40;18.95;Seafood / Vegetarian / Appetizers and snacks;Italy;Etna;Miscela;2017.0;65.0;13.0;27.0;fruit tree/herbaceous/tropical note
Vigneti Massa;Derthona;4.0;49;18.0;Pasta / Seafood / Hard and aged cheese;Italy;Piemonte;Timorasso;2020.0;64.0;21.0;53.0;herbaceous/fruit tree/citrus
Cantina La-Vis;Gewürztraminer;4.0;164;10.5;Pork / Fatty fish (salmon, tuna, etc.) / Spicy foods;Italy;Trentino;Gewürztraminer;2020.0;65.0;42.0;28.0;tropical note/fruit tree/herbaceous
La Tunella;Friulano;3.8;49;13.5;Pasta / Seafood / Hard and aged cheese;Italy;Colli Orientali del Friuli;Friulano;2020.0;60.0;22.0;45.0;fruit tree/herbaceous/aged note
Matteo Correggia;Langhe Sauvignon;3.8;75;54.9;Pasta / Seafood / Hard and aged cheese;Italy;Langhe;Sauvignon Blanc;2013.0;62.0;27.0;48.0;citrus/fruit tree/vegetale
Antonella Corda;Ziru;4.2;45;29.4;Seafood / Vegetarian / Appetizers and snacks;Italy;Isola dei Nuraghi;;2018.0;57.0;13.0;38.0;herbaceous/fruit tree/tropical note
Ritterhof;Auratus Gewürztraminer;4.2;38;23.3;Pork / Fatty fish (salmon, tuna, etc.) / Spicy foods;Italy;Südtirol - Alto Adige;Gewürztraminer;2020.0;67.0;37.0;23.0;herbaceous/citrus/aged note
Pietracupa;Greco di Tufo;3.9;195;18.49;Seafood / Vegetarian / Appetizers and snacks;Italy;Campania;Greco;2018.0;64.0;3.0;40.0;citrus/fruit tree/herbaceous
Feudi di San Gregorio;Fiano Di Avellino Pietracalda;3.7;336;22.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Fiano de Avellino;Fiano;2016.0;60.0;3.0;43.0;citrus/fruit tree/herbaceous
Cantina Bolzano / Kellerei Bozen;Pinot Grigio;3.7;176;9.8;Seafood / Vegetarian / Mushrooms;Italy;Südtirol - Alto Adige;Pinot Grigio;2020.0;44.0;10.0;43.0;fruit tree/citrus/herbaceous
St. Michael-Eppan;Sanct Valentin Gewürztraminer;4.2;359;23.4;Pork / Fatty fish (salmon, tuna, etc.) / Spicy foods;Italy;Südtirol - Alto Adige;Gewürztraminer;2020.0;65.0;40.0;29.0;tropical note/herbaceous/fruit tree
Ronco di Sassi;Bianco d'Italia;3.8;426;9.2;na / na / na;Italy;Vino d'Italia;;2019.0;;;;citrus/fruit tree/tropical note
Nals Margreid;Penon Pinot Bianco;3.9;29;14.0;Fatty fish (salmon, tuna, etc.) / Seafood / Sweet soft cheese;Italy;Südtirol - Alto Adige;Weissburgunder;2020.0;41.0;6.0;60.0;fruit tree/citrus/herbaceous
Vino Lauria;Solerte;4.0;41;15.6;Seafood / Vegetarian / Appetizers and snacks;Italy;Terre Siciliane;Zibibbo;2020.0;68.0;0.0;30.0;tropical note/citrus/fruit tree
Villscheider;Sylvaner;3.9;31;14.8;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Sylvaner;2018.0;58.0;20.0;57.0;herbaceous/citrus/fruit tree
Antonella Corda;Vermentino di Sardegna;4.1;197;12.27;Seafood / Vegetarian / Appetizers and snacks;Italy;Vermentino di Sardegna;Vermentino;2020.0;56.0;3.0;38.0;citrus/fruit tree/herbaceous
Fina;Mamarì;3.7;132;9.49;Seafood / Vegetarian / Appetizers and snacks;Italy;Terre Siciliane;Sauvignon Blanc;2020.0;54.0;8.0;56.0;citrus/vegetale/tropical note
Filippi;Castelcerino 56 Mesi Sui Lieviti Foglio 1;4.2;27;30.2;Pasta / Seafood / Hard and aged cheese;Italy;Veneto;Garganega;2012.0;69.0;14.0;58.0;fruit tree/herbaceous/citrus
Argiolas;Costamolino Vermentino di Sardegna;3.8;442;7.98;Seafood / Vegetarian / Appetizers and snacks;Italy;Vermentino di Sardegna;Vermentino;2020.0;60.0;10.0;37.0;fruit tree/citrus/herbaceous
Capichera;Vermentino Isola dei Nuraghi;4.1;29;43.8;na / na / na;Italy;Isola dei Nuraghi;Vermentino;2019.0;;;;
Rallo;AV01 Catarratto;4.0;90;26.6;Seafood / Vegetarian / Appetizers and snacks;Italy;Terre Siciliane;Catarratto Bianco;2018.0;68.0;10.0;32.0;citrus/fruit tree/tropical note
Emidio Pepe;Trebbiano d'Abruzzo;4.3;467;42.9;Pasta / Vegetarian / Appetizers and snacks;Italy;Trebbiano d'Abruzzo;Trebbiano;2018.0;50.0;26.0;66.0;herbaceous/fruit tree/citrus
Ca' del Bosco;Corte del Lupo Bianco;3.8;54;26.0;Pasta / Seafood / Hard and aged cheese;Italy;Curtefranca;Chardonnay;2017.0;54.0;23.0;52.0;fruit tree/citrus/herbaceous
Josetta Saffirio;Langhe Rossese Bianco;3.8;49;16.7;Pasta / Seafood / Hard and aged cheese;Italy;Langhe;Rossese Bianco;2019.0;65.0;17.0;53.0;citrus/fruit tree/herbaceous
Ansitz Dolomytos;Dolomytos Bianco;4.4;85;52.9;Pasta / Seafood / Hard and aged cheese;Italy;Trentino-Alto Adige;Miscela;2005.0;70.0;23.0;50.0;herbaceous/citrus/fruit tree
Guido Marsella;Poggi Reali Falanghina Beneventano;3.8;36;12.92;Seafood / Vegetarian / Appetizers and snacks;Italy;Falanghina del Beneventano;Falanghina;2018.0;67.0;0.0;37.0;herbaceous/fruit tree/citrus
Sono Montenidoli;Carato Vernaccia di San Gimignano;4.1;59;26.6;Pasta / Vegetarian / Appetizers and snacks;Italy;Vernaccia di San Gimignano;Vernaccia;2018.0;46.0;24.0;65.0;wood/herbaceous/fruit tree
Firriato;Le Sabbie dell’Etna Bianco;3.8;54;12.75;Seafood / Vegetarian / Appetizers and snacks;Italy;Etna;Carricante;2021.0;57.0;56.0;38.0;herbaceous/fruit tree/citrus
Franz Haas;Pinot Grigio Alto Adige;3.7;99;13.5;Seafood / Vegetarian / Mushrooms;Italy;Südtirol - Alto Adige;Pinot Grigio;2020.0;39.0;13.0;42.0;fruit tree/herbaceous/citrus
Attems;Pinot Grigio;3.8;182;8.5;Seafood / Vegetarian / Mushrooms;Italy;Friuli-Venezia Giulia;Pinot Grigio;2020.0;42.0;13.0;42.0;fruit tree/citrus/herbaceous
Mainente;Netrroir Soave;4.3;26;19.03;Seafood / Vegetarian / Appetizers and snacks;Italy;Soave;Garganega;2018.0;37.0;0.0;55.0;wood/fruit tree/herbaceous
Villa Russiz;Gräfin de la Tour;4.2;50;35.9;Pasta / Seafood / Hard and aged cheese;Italy;Collio;Chardonnay;2014.0;69.0;27.0;50.0;wood/fruit tree/citrus
Braida;Vigna Senza Nome Moscato d'Asti;4.0;198;10.9;na / na / na;Italy;Moscato d'Asti;Moscato Bianco;2020.0;;;;
Cascina Degli Ulivi;Filagnotti Bianco;4.0;137;27.9;Pasta / Seafood / Hard and aged cheese;Italy;Gavi;Cortese;2016.0;66.0;25.0;52.0;herbaceous/citrus/fruit tree
Baron Di Pauli;Elix;3.9;35;19.7;Pork / Fatty fish (salmon, tuna, etc.) / Spicy foods;Italy;Südtirol - Alto Adige;Gewürztraminer;2015.0;68.0;37.0;33.0;Floreale/citrus/fruit tree
Albino Rocca;La Rocca Cortese Piemonte;3.9;30;17.5;Pasta / Seafood / Hard and aged cheese;Italy;Piemonte;Cortese;2018.0;64.0;23.0;53.0;fruit tree/herbaceous/wood
Kettmeir;Maso Reiner Chardonnay;4.1;56;24.0;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Chardonnay;2019.0;66.0;22.0;44.0;wood/herbaceous/yeasts
La Scolca;Gavi Villa Scolca;3.8;150;17.6;Pasta / Seafood / Appetizers and snacks;Italy;Gavi;Cortese;2020.0;18.0;0.0;75.0;citrus/fruit tree/herbaceous
Carpineto;Dogajolo Toscana Bianco;3.7;621;8.8;na / na / na;Italy;Toscana;Miscela;2017.0;;;;
Avide;Riflessi di Sole Insolia;3.8;34;19.9;Seafood / Vegetarian / Appetizers and snacks;Italy;Vittoria;Inzolia;2018.0;67.0;5.0;29.0;wood/fruit tree/tropical note
Prà;Otto Soave Classico;3.8;32;12.5;Seafood / Vegetarian / Appetizers and snacks;Italy;Soave Classico;Garganega;2021.0;31.0;2.0;60.0;fruit tree/citrus/herbaceous
Marco Felluga;Collio Chardonnay;3.7;80;13.8;Pasta / Seafood / Hard and aged cheese;Italy;Collio;Chardonnay;2020.0;56.0;24.0;51.0;fruit tree/citrus/tropical note
St. Michael-Eppan;Montiggl Riesling;3.9;217;14.8;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Riesling;2020.0;56.0;24.0;57.0;fruit tree/herbaceous/citrus
Pacherhof;Pinot Grigio;4.1;26;20.5;Seafood / Vegetarian / Mushrooms;Italy;Südtirol - Alto Adige;Pinot Grigio;2020.0;40.0;16.0;47.0;fruit tree/vegetale/citrus
Jermann;Vinnae (Servus Cella) Ribolla Gialla;3.9;473;17.9;Pasta / Seafood / Hard and aged cheese;Italy;Friuli-Venezia Giulia;Miscela;2020.0;59.0;22.0;54.0;fruit tree/citrus/herbaceous
Massimo Rattalino;Ten Langhe;3.9;30;11.5;Pasta / Seafood / Hard and aged cheese;Italy;Langhe;Miscela;2018.0;53.0;15.0;55.0;fruit tree/citrus/Floreale
Fabulas;Fecerunt Pecorino;4.1;25;15.9;Pasta / Vegetarian / Appetizers and snacks;Italy;Abruzzo;Pecorino;2020.0;37.0;30.0;67.0;herbaceous/yeasts/fruit tree
Garofoli;Serra Del Conte Verdicchio Dei Castelli Di Jesi Classico;3.9;119;6.6;Pasta / Vegetarian / Appetizers and snacks;Italy;Verdicchio dei Castelli di Jesi;Verdicchio;2020.0;40.0;19.0;68.0;citrus/fruit tree/herbaceous
Guado al Melo;Criseo;4.0;102;20.7;Pasta / Vegetarian / Appetizers and snacks;Italy;Bolgheri;Vermentino;2018.0;56.0;20.0;60.0;fruit tree/herbaceous/tropical note
Kellerei Eisacktal - Cantina Valle Isarco;Aristos Gewürztraminer;4.1;35;16.5;Pork / Fatty fish (salmon, tuna, etc.) / Spicy foods;Italy;Südtirol - Alto Adige;Gewürztraminer;2020.0;66.0;32.0;24.0;fruit tree/herbaceous/wood
St. Michael-Eppan;Lahn Sauvignon;3.9;266;14.4;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Sauvignon Blanc;2020.0;57.0;20.0;54.0;citrus/fruit tree/herbaceous
Alois Lageder;Versalto Pinot Bianco;4.0;43;15.99;Fatty fish (salmon, tuna, etc.) / Seafood / Sweet soft cheese;Italy;Südtirol - Alto Adige;Pinot Blanc;2019.0;40.0;4.0;58.0;fruit tree/herbaceous/citrus
Firriato;Chiaramonte Inzolia Sicilia;3.8;60;8.2;Seafood / Vegetarian / Appetizers and snacks;Italy;Terre Siciliane;Ansonica;2020.0;60.0;3.0;37.0;citrus/fruit tree/tropical note
Meroi;Chardonnay;4.1;27;39.9;Pasta / Seafood / Hard and aged cheese;Italy;Friuli-Venezia Giulia;Chardonnay;2018.0;64.0;20.0;41.0;wood/yeasts/citrus
Le Due Terre;Sacrisassi Friuli Colli Orientali Bianco;4.3;74;34.8;Pasta / Seafood / Hard and aged cheese;Italy;Colli Orientali del Friuli;Miscela;2018.0;64.0;24.0;50.0;herbaceous/fruit tree/citrus
Primosic;Pinot Grigio;3.8;32;42.0;Seafood / Vegetarian / Mushrooms;Italy;Collio;Pinot Grigio;2016.0;55.0;10.0;45.0;fruit tree/citrus/wood
Feudo Montoni;Grillo della Timpa;4.1;182;13.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Sicilia;Grillo;2020.0;63.0;9.0;37.0;citrus/fruit tree/herbaceous
Curatolo Arini;Gagliardetta Zibibbo;4.2;45;16.4;Seafood / Vegetarian / Appetizers and snacks;Italy;Sicilia;Zibibbo;2019.0;65.0;8.0;24.0;tropical note/citrus/fruit tree
J. Hofstätter;Kolbenhof Gewürztraminer;4.1;42;28.5;Pork / Fatty fish (salmon, tuna, etc.) / Spicy foods;Italy;Südtirol - Alto Adige;Gewürztraminer;2020.0;66.0;39.0;29.0;tropical note/fruit tree/herbaceous
Matteo Correggia;Langhe Sauvignon;3.9;56;25.4;Pasta / Seafood / Hard and aged cheese;Italy;Langhe;Sauvignon Blanc;2017.0;62.0;27.0;48.0;citrus/fruit tree/vegetale
Pieropan;Calvarino Soave Classico;3.9;796;20.3;Seafood / Vegetarian / Appetizers and snacks;Italy;Soave Classico;Garganega;2018.0;31.0;4.0;58.0;fruit tree/citrus/herbaceous
Avanzi;Dorobianco Benaco Bresciano;4.2;54;11.9;Pasta / Seafood / Hard and aged cheese;Italy;Benaco Bresciano;;2019.0;51.0;25.0;57.0;vegetale/tropical note/citrus
Donnafugata;Lighea;4.0;586;12.44;Seafood / Vegetarian / Appetizers and snacks;Italy;Terre Siciliane;Muscat of Alexandria;2020.0;61.0;18.0;35.0;fruit tree/citrus/herbaceous
St. Michael-Eppan;Pinot Grigio;3.8;697;22.0;Seafood / Vegetarian / Mushrooms;Italy;Südtirol - Alto Adige;Pinot Grigio;2018.0;42.0;12.0;44.0;fruit tree/citrus/herbaceous
Collavini;Blancfumat Sauvignon (Collezione Privata i Poderi);3.9;40;12.5;Pasta / Seafood / Hard and aged cheese;Italy;Collio;Sauvignon Blanc;2020.0;59.0;22.0;54.0;fruit tree/vegetale/citrus
Oltretorrente;Timorasso Colli Tortonesi;3.8;53;21.9;Pasta / Seafood / Hard and aged cheese;Italy;Colli Tortonesi;Cortese;2019.0;65.0;22.0;55.0;herbaceous/fruit tree/citrus
Ca’ del Baio;Sermine Langhe Chardonnay;3.9;35;21.6;Pasta / Seafood / Hard and aged cheese;Italy;Langhe;Chardonnay;2020.0;62.0;24.0;49.0;wood/citrus/herbaceous
Tenuta delle Terre Nere;Etna Santo Spirito Bianco;3.9;210;44.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Etna;Carricante;2018.0;57.0;8.0;39.0;herbaceous/fruit tree/citrus
Gaja;Alteni di Brassica Langhe;4.3;230;96.0;Pasta / Seafood / Hard and aged cheese;Italy;Langhe;Sauvignon Blanc;2016.0;60.0;23.0;49.0;citrus/fruit tree/herbaceous
Tenuta Le Calcinaie;Vigna ai Sassi Riserva Vernaccia di San Gimignano;4.2;30;19.3;Pasta / Vegetarian / Appetizers and snacks;Italy;San Gimignano;Vernaccia;2019.0;43.0;18.0;66.0;fruit tree/citrus/herbaceous
Kornell;Damian Gewurztraminer;4.0;69;14.5;Pork / Fatty fish (salmon, tuna, etc.) / Spicy foods;Italy;Südtirol - Alto Adige;Gewürztraminer;2019.0;61.0;31.0;36.0;fruit tree/tropical note/herbaceous
Selvadolce;Crescendo;4.0;28;19.9;Pasta / Seafood / Hard and aged cheese;Italy;Liguria;Pigato;2020.0;65.0;27.0;48.0;herbaceous/yeasts/fruit tree
Vie di Romans;Dis Cumieris Malvasia Istriana;3.9;42;34.0;Pasta / Seafood / Hard and aged cheese;Italy;Friuli Isonzo;Malvasia;2011.0;57.0;22.0;50.0;fruit tree/herbaceous/citrus
Abtei Muri;Weissburgunder Riserva;4.1;48;29.82;Fatty fish (salmon, tuna, etc.) / Seafood / Sweet soft cheese;Italy;Südtirol - Alto Adige;;2017.0;52.0;3.0;49.0;fruit tree/wood/yeasts
Maison Vevey Albert;Blanc de Morgex et de La Salle;4.0;62;22.2;Pasta / Seafood / Hard and aged cheese;Italy;Valle d'Aosta;Prié;2019.0;60.0;17.0;64.0;citrus/herbaceous/fruit tree
Terra Costantino;Contrada Blandano Etna Blanc;4.3;35;34.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Etna;Carricante;2016.0;65.0;0.0;39.0;wood/fruit tree/herbaceous
Kellerei Eisacktal - Cantina Valle Isarco;Grüner Veltliner;3.8;209;18.4;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Grüner Veltliner;2017.0;59.0;22.0;55.0;fruit tree/citrus/herbaceous
Terlan (Terlano);Pinot Bianco Riserva Vorberg;4.2;1004;35.9;Fatty fish (salmon, tuna, etc.) / Seafood / Sweet soft cheese;Italy;Südtirol - Alto Adige;Pinot Blanc;2016.0;;;;
Borgo Molino;Ciari Sauvignon Blanc;3.8;117;7.7;Pasta / Seafood / Hard and aged cheese;Italy;Venezia;Sauvignon Blanc;2019.0;55.0;20.0;54.0;fruit tree/citrus/herbaceous
Girlan;Flora Pinot Bianco Riserva;4.1;29;21.3;Fatty fish (salmon, tuna, etc.) / Seafood / Sweet soft cheese;Italy;Südtirol - Alto Adige;Weissburgunder;2017.0;52.0;0.0;56.0;vegetale/citrus/aged note
Schiopetto;Collio Sauvignon;3.9;183;20.0;Pasta / Seafood / Hard and aged cheese;Italy;Collio;Sauvignon Blanc;2016.0;63.0;25.0;51.0;citrus/fruit tree/vegetale
Querciabella;Toscana Batar;4.5;114;117.0;Pasta / Vegetarian / Appetizers and snacks;Italy;Toscana;Miscela;2018.0;50.0;29.0;63.0;wood/fruit tree/herbaceous
Tenuta delle Terre Nere;Etna Bianco;3.9;382;21.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Etna;Carricante;2020.0;61.0;4.0;37.0;herbaceous/citrus/fruit tree
Andrea Felici;Verdicchio dei Castelli di Jesi Classico Superiore;3.9;314;13.99;Pasta / Vegetarian / Appetizers and snacks;Italy;Verdicchio dei Castelli di Jesi;Verdicchio;2019.0;44.0;20.0;66.0;citrus/fruit tree/herbaceous
Jermann;Capo Martino;4.2;68;49.2;Pasta / Seafood / Hard and aged cheese;Italy;Venezia Giulia;Chardonnay;2018.0;63.0;28.0;48.0;fruit tree/herbaceous/wood
Borgo Paglianetto;Petrara Verdicchio di Matelica;3.8;107;12.4;Pasta / Vegetarian / Appetizers and snacks;Italy;Verdicchio di Matelica;Verdicchio;2019.0;46.0;23.0;66.0;herbaceous/citrus/fruit tree
Mandrarossa;Sentiero delle Gerle Etna Bianco;3.7;86;12.72;Seafood / Vegetarian / Appetizers and snacks;Italy;Etna;Carricante;2019.0;53.0;12.0;45.0;fruit tree/herbaceous/yeasts
Marco de Bartoli;Sole e Vento;3.7;170;14.5;Seafood / Vegetarian / Appetizers and snacks;Italy;Terre Siciliane;Miscela;2020.0;57.0;11.0;41.0;fruit tree/citrus/herbaceous
Sturm;Pinot Grigio;3.9;37;14.1;Seafood / Vegetarian / Mushrooms;Italy;Friuli-Venezia Giulia;Pinot Grigio;2014.0;46.0;15.0;48.0;fruit tree/citrus/yeasts
Schiopetto;M Capriva Del Friuli;4.0;47;65.0;Pasta / Seafood / Hard and aged cheese;Italy;Friuli-Venezia Giulia;Miscela;2020.0;65.0;20.0;50.0;fruit tree/herbaceous/citrus
Sartori di Verona;Marani;4.0;109;12.9;Pasta / Seafood / Hard and aged cheese;Italy;Veneto;Garganega;2019.0;62.0;30.0;46.0;herbaceous/fruit tree/wood
Rocca del Principe;Fiano di Avellino;3.9;65;14.4;Seafood / Vegetarian / Appetizers and snacks;Italy;Fiano de Avellino;Fiano;2019.0;63.0;9.0;40.0;fruit tree/herbaceous/citrus
Malvirà;Trinità Roero Arneis;3.8;61;12.72;Pasta / Seafood / Hard and aged cheese;Italy;Roero;Arneis;2019.0;60.0;23.0;51.0;fruit tree/herbaceous/citrus
Antinori;Castello della Sala Cervaro della Sala;3.9;53;98.0;Pasta / Vegetarian / Appetizers and snacks;Italy;Umbria;Chardonnay;1999.0;50.0;27.0;64.0;wood/fruit tree/herbaceous
Alois Lageder;Versalto Pinot Bianco;3.7;117;16.0;Fatty fish (salmon, tuna, etc.) / Seafood / Sweet soft cheese;Italy;Südtirol - Alto Adige;Pinot Blanc;2018.0;40.0;4.0;58.0;fruit tree/herbaceous/citrus
Tenuta Ulisse;Bianco;4.1;169;14.49;Pasta / Vegetarian / Appetizers and snacks;Italy;Abruzzo;Passerina;2020.0;43.0;24.0;64.0;fruit tree/citrus/Floreale
Cantina Bolzano / Kellerei Bozen;Chardonnay;3.7;168;10.5;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Chardonnay;2018.0;58.0;19.0;54.0;citrus/tropical note/fruit tree
Venica & Venica;Ronco del Cerò Sauvignon;4.2;147;21.8;Pasta / Seafood / Hard and aged cheese;Italy;Collio;Sauvignon Blanc;2020.0;62.0;25.0;51.0;fruit tree/citrus/herbaceous
Muzic;Pinot Grigio;3.8;46;12.08;Seafood / Vegetarian / Mushrooms;Italy;Collio;Pinot Grigio;2020.0;48.0;14.0;37.0;citrus/fruit tree/vegetale
Alois Lageder;Vogelmaier Moscato Giallo;3.9;28;17.2;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Moscato Giallo;2020.0;56.0;27.0;47.0;tropical note/fruit tree/herbaceous
I Cacciagalli;Aorivola;3.8;59;15.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Roccamonfina;Falanghina;2019.0;63.0;10.0;35.0;citrus/herbaceous/fruit tree
Lungarotti;Torre di Giano Vigna Il Pino Torgiano Bianco;3.8;27;19.55;Pasta / Vegetarian / Appetizers and snacks;Italy;Torgiano;Miscela;2018.0;49.0;20.0;64.0;fruit tree/wood/citrus
Tenuta Ammiraglia;Masso Vivo Vermentino;3.7;348;11.4;Pasta / Vegetarian / Appetizers and snacks;Italy;Toscana;Vermentino;2017.0;37.0;17.0;63.0;fruit tree/citrus/herbaceous
Tappero Merlo Domenico;Kin;4.2;43;26.4;Beef / Pasta / Lamb;Italy;Erbaluce di Caluso;Erbaluce;2015.0;65.0;42.0;15.0;herbaceous
La Scolca;Gavi dei Gavi (Black label);3.9;347;22.45;Pasta / Seafood / Appetizers and snacks;Italy;Gavi;Cortese;2020.0;19.0;0.0;78.0;citrus/fruit tree/herbaceous
Marco Carpineti;Capolemole Bianco;3.9;191;11.7;Pasta / Vegetarian / Appetizers and snacks;Italy;Lazio;Bellone;2019.0;52.0;23.0;64.0;herbaceous/fruit tree/citrus
